TÍTULO DA TABELA,TÍTULO DA NOTA,LINK,DATA DE PUBLICAÇÃO,HORÁRIO DE PUBLICAÇÃO,DATA DE ATUALIZAÇÃO,HORÁRIO DE ATUALIZAÇÃO,ANO,MÊS,NÚMERO DA NOTA,CATEGORIA
Notas à Imprensa - Itamaraty,"Debate Geral da 68ª Assembleia-Geral das Nações Unidas - Nova York, 24 de setembro a 2 de outubro de 2013 - Celulares da AIG",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/debate-geral-da-68-assembleia-geral-das-nacoes-unidas-nova-york-24-de-setembro-a-2-de-outubro-de-2013-celulares-da-aig,19/09/2013,16h37,31/10/2022,17h18,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"19ª Conferência das Partes da Convenção-Quadro das Nações Unidas sobre Mudança do Clima (COP-19), Varsóvia, Polônia, 11 a 22 de novembro de 2013 – Credenciamento de imprensa",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/19-conferencia-das-partes-da-convencao-quadro-das-nacoes-unidas-sobre-mudanca-do-clima-cop-19-varsovia-polonia-11-a-22-de-novembro-de-2013-credenciamento-de-imprensa,19/09/2013,12h39,31/10/2022,17h20,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita do Ministro das Relações Exteriores à Argentina - Buenos Aires, 19 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-das-relacoes-exteriores-a-argentina-buenos-aires-19-de-setembro-de-2013,18/09/2013,13h04,31/10/2022,17h20,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita ao Brasil do Ministro dos Negócios Estrangeiros e da Cooperação do Reino do Marrocos, Saad-Eddine El-Othmani – Brasília e São Paulo, 18 e 19 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-ministro-dos-negocios-estrangeiros-e-da-cooperacao-do-reino-do-marrocos-saad-eddine-el-othmani-brasilia-e-sao-paulo-18-e-19-de-setembro-de-2013,17/09/2013,17h24,31/10/2022,17h18,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Declaração Conjunta - XVI Reunião de Ministros do Brasil, África do Sul, Índia e China (BASIC) sobre Mudança do Clima – Foz do Iguaçu, 15 e 16 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-xvi-reuniao-de-ministros-do-brasil-africa-do-sul-india-e-china-basic-sobre-mudanca-do-clima-foz-do-iguacu-15-e-16-de-setembro-de-2013,16/09/2013,13h16,31/10/2022,17h18,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita ao Brasil da Ministra dos Negócios Estrangeiros e Comércio Internacional de Barbados, Maxine McClean – Brasília, 17 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-da-ministra-dos-negocios-estrangeiros-e-comercio-internacional-de-barbados-maxine-mcclean-brasilia-17-de-setembro-de-2013,16/09/2013,10h51,31/10/2022,17h20,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Adesão da Síria à Convenção sobre a Proibição de Armas Químicas (CPAQ),https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/adesao-da-siria-a-convencao-sobre-a-proibicao-de-armas-quimicas-cpaq,14/09/2013,20h53,31/10/2022,17h18,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita ao Brasil do Presidente da República do Paraguai, Horacio Cartes - Brasília, 30 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-presidente-da-republica-do-paraguai-horacio-cartes-brasilia-30-de-setembro-de-2013,13/09/2013,20h48,31/10/2022,17h18,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,111ª Sessão do Conselho Internacional do Café - Declaração de Belo Horizonte - 12 de setembro de 2013,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/111-sessao-do-conselho-internacional-do-cafe-declaracao-de-belo-horizonte-12-de-setembro-de-2013,12/09/2013,19h59,31/10/2022,17h20,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"IX Conferência Ministerial da OMC - Bali, 3 a 6 de dezembro de 2013 - Credenciamento de imprensa",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/ix-conferencia-ministerial-da-omc-bali-3-a-6-de-dezembro-de-2013-credenciamento-de-imprensa,11/09/2013,12h56,31/10/2022,17h18,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"XVI Reunião de Ministros do Brasil, África do Sul, Índia e China (BASIC) sobre Mudança do Clima – Foz do Iguaçu, 15 e 16 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xvi-reuniao-de-ministros-do-brasil-africa-do-sul-india-e-china-basic-sobre-mudanca-do-clima-foz-do-iguacu-15-e-16-de-setembro-de-2013,10/09/2013,20h28,31/10/2022,17h18,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"III Conferência Global sobre Trabalho Infantil - Brasília, 8 a 10 de outubro de 2013 - Credenciamento de Imprensa",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/iii-conferencia-global-sobre-trabalho-infantil-brasilia-8-a-10-de-outubro-de-2013-credenciamento-de-imprensa,10/09/2013,18h22,31/10/2022,17h20,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Debate Geral da 68ª Assembleia Geral das Nações Unidas - Nova York, 24 de setembro a 2 de outubro de 2013 - Lista de hotéis",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/debate-geral-da-68-assembleia-geral-das-nacoes-unidas-nova-york-24-de-setembro-a-2-de-outubro-de-2013-lista-de-hoteis,09/09/2013,20h18,31/10/2022,17h18,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Concessão de ""agrément"" ao Embaixador do Brasil na Albânia",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/concessao-de-agrement-ao-embaixador-do-brasil-na-albania,09/09/2013,17h39,31/10/2022,17h18,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Discurso proferido pelo Ministro das Relações Exteriores, Luiz Alberto Figueiredo,  em sessão especial do Conselho-Geral da OMC - Genebra, Suíça, 9 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-proferido-pelo-ministro-das-relacoes-exteriores-em-sessao-especial-do-conselho-geral-da-omc-genebra-9-de-setembro-de-2013,09/09/2013,03h01,31/10/2022,17h45,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Participação do Ministro das Relações Exteriores em sessão especial do Conselho-Geral da OMC,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/participacao-do-ministro-das-relacoes-exteriores-em-sessao-especial-do-conselho-geral-da-omc,07/09/2013,17h35,31/10/2022,17h20,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Declaração dos Líderes do G20 - Cúpula de São Petersburgo, 5 e 6 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-dos-lideres-do-g20-cupula-de-sao-petersburgo-5-e-6-de-setembro-de-2013,06/09/2013,12h37,31/10/2022,17h20,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Concessão de ""agrément"" ao Embaixador do Brasil na Guatemala",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/concessao-de-agrement-ao-embaixador-do-brasil-na-guatemala,05/09/2013,18h48,31/10/2022,17h20,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Reunião informal dos Líderes do BRICS à margem da Cúpula do G-20 em São Petersburgo – São Petersburgo, 5 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-informal-dos-lideres-do-brics-a-margem-da-cupula-do-g-20-em-sao-petersburgo-sao-petersburgo-5-de-setembro-de-2013,05/09/2013,11h28,31/10/2022,17h20,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"VIII Cúpula do G20 – São Petersburgo, 5 e 6 de setembro de 2013 - Programa de Imprensa",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/viii-cupula-do-g20-sao-petersburgo-5-e-6-de-setembro-de-2013-programa-de-imprensa,04/09/2013,16h38,31/10/2022,17h18,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Declaração do Conselho de Chefes de Estado e de Governo da UNASUL sobre a situação na República Árabe da Síria,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-do-conselho-de-chefes-de-estado-e-de-governo-da-unasul-sobre-a-situacao-na-republica-arabe-da-siria,03/09/2013,19h03,31/10/2022,17h20,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Calendário de eventos do mês de setembro de 2013,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-do-mes-de-setembro-de-2013,03/09/2013,19h01,31/10/2022,17h20,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"XVI Reunião de Ministros do Brasil, África do Sul, Índia e China (BASIC) sobre Mudança do Clima - Foz do Iguaçu, 15 e 16 de setembro de 2013 - Credenciamento de imprensa",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xvi-reuniao-de-ministros-do-brasil-africa-do-sul-india-e-china-basic-sobre-mudanca-do-clima-foz-do-iguacu-15-e-16-de-setembro-de-2013-credenciamento-de-imprensa,03/09/2013,15h07,31/10/2022,17h20,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Participação da Presidenta Dilma Rousseff na VIII Cúpula do G20 – São Petersburgo, 5 e 6 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/participacao-da-presidenta-dilma-rousseff-na-viii-cupula-do-g20-sao-petersburgo-5-e-6-de-setembro-de-2013,02/09/2013,19h21,31/10/2022,17h18,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Declaração de Paramaribo aprovada na VII Reunião de Cúpula da UNASUL - Paramaribo, 30 de agosto de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-paramaribo-aprovada-na-vii-reuniao-de-cupula-da-unasul,31/08/2013,16h52,31/10/2022,17h18,2013,Agosto,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Eleição de novos membros não permanentes ao Conselho de Segurança das Nações Unidas,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/eleicao-de-novos-membros-nao-permanentes-ao-conselho-de-seguranca-das-nacoes-unidas,18/10/2013,16h36,31/10/2022,17h20,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita do Ministro das Relações Exteriores ao Uruguai – Montevidéu, 21 de outubro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-das-relacoes-exteriores-ao-uruguai-montevideu-21-de-outubro-de-2013,17/10/2013,20h27,31/10/2022,17h20,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"XXIII Cúpula Ibero-Americana - Cidade do Panamá, 18 e 19 de outubro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xxiii-cupula-ibero-americana-cidade-do-panama-18-e-19-de-outubro-de-2013,17/10/2013,20h23,31/10/2022,17h20,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Terremoto nas Filipinas,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/terremoto-nas-filipinas,15/10/2013,19h54,31/10/2022,17h40,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Atentados contra Operação Híbrida da União Africana e das Nações Unidas em Darfur,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atentados-contra-operacao-hibrida-da-uniao-africana-e-das-nacoes-unidas-em-darfur,15/10/2013,19h52,31/10/2022,17h20,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Ata da Sexta Reunião da Comissão Mista de Cooperação Política, Econômica, Científica, Tecnológica e Cultural Brasil-Índia - Brasília, 15 de outubro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/ata-da-sexta-reuniao-da-comissao-mista-de-cooperacao-politica-economica-cientifica-tecnologica-e-cultural-brasil-india-brasilia-15-de-outubro-de-2013,15/10/2013,13h58,31/10/2022,17h40,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita ao Brasil do Ministro dos Assuntos Externos da República da Índia, Salman Khurshid",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-ministro-dos-assuntos-externos-da-republica-da-india-salman-khurshid,11/10/2013,17h24,31/10/2022,17h44,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Comunicado Conjunto à imprensa por ocasião da visita do Vice-Presidente da Comissão Europeia, Comissário de Indústria e Empreendedorismo, Antonio Tajani - Brasília, 10 de outubro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-a-imprensa-por-ocasiao-da-visita-do-vice-presidente-da-comissao-europeia-comissario-de-industria-e-empreendedorismo-antonio-tajani-brasilia-10-de-outubro-de-2013,10/10/2013,20h50,31/10/2022,17h44,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Sequestro do Primeiro-Ministro da Líbia,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/sequestro-do-primeiro-ministro-da-libia,10/10/2013,18h12,31/10/2022,17h16,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Declaração de Brasília sobre Trabalho Infantil,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-brasilia-sobre-trabalho-infantil,10/10/2013,16h50,31/10/2022,17h44,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Síria: contribuições humanitárias do Brasil,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/siria-contribuicoes-humanitarias-do-brasil,08/10/2013,20h10,31/10/2022,17h44,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Concessão de ""agrément"" ao Embaixador do Paraguai",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/concessao-de-agrement-ao-embaixador-do-paraguai,08/10/2013,18h02,31/10/2022,17h44,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Denúncia de espionagem por agência de inteligência canadense,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/denuncia-de-espionagem-por-agencia-de-inteligencia-canadense,07/10/2013,12h58,31/10/2022,17h16,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Decisões aprovadas pelo Conselho de Ministros da Câmara de Comércio Exterior (CAMEX) - Brasília, 3 de outubro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/decisoes-aprovadas-pelo-conselho-de-ministros-da-camara-de-comercio-exterior-camex-brasilia-3-de-outubro-de-2013,03/10/2013,20h55,31/10/2022,17h44,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Aprovação de Resolução da 24ª Sessão do Conselho de Direitos Humanos sobre Direito à Saúde,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/aprovacao-de-resolucao-da-24-sessao-do-conselho-de-direitos-humanos-sobre-direito-a-saude,02/10/2013,19h42,31/10/2022,17h16,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Calendário de eventos do mês de outubro de 2013,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-do-mes-de-outubro-de-2013,02/10/2013,19h37,31/10/2022,17h13,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Declaração conjunta por ocasião da visita ao Brasil do Ministro dos Negócios Estrangeiros do Cazaquistão, Erlan Idrissov - Brasília, 2 de outubro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-por-ocasiao-da-visita-ao-brasil-do-ministro-dos-negocios-estrangeiros-do-cazaquistao-erlan-idrissov-brasilia-2-de-outubro-de-2013,02/10/2013,16h29,31/10/2022,17h13,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Detenção de ativista brasileira do Greenpeace na Rússia,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/detencao-de-ativista-brasileira-do-greenpeace-na-russia,01/10/2013,17h01,31/10/2022,17h13,2013,Outubro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita de Estado ao Brasil do Presidente da República do Paraguai, Horacio Cartes - Comunicado Conjunto",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-de-estado-ao-brasil-do-presidente-da-republica-do-paraguai-horacio-cartes-comunicado-conjunto,30/09/2013,18h21,31/10/2022,17h13,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Reeleição do Brasil para o Conselho da Organização da Aviação Civil Internacional,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reeleicao-do-brasil-para-o-conselho-da-organizacao-da-aviacao-civil-internacional,29/09/2013,12h22,31/10/2022,17h44,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Aprovação de Resolução sobre a Síria no Conselho de Segurança das Nações Unidas,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/aprovacao-de-resolucao-sobre-a-siria-no-conselho-de-seguranca-das-nacoes-unidas,28/09/2013,12h01,31/10/2022,17h44,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita de Estado ao Brasil do Presidente da República do Paraguai, Horacio Cartes – Brasília, 30 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-de-estado-ao-brasil-do-presidente-da-republica-do-paraguai-horacio-cartes-brasilia-30-de-setembro-de-2013,27/09/2013,15h08,31/10/2022,17h13,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Pronunciamento na reunião sobre papel da ONU para eliminação da violência e da discriminação contra pessoas LGBT - Nova York, 26 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/pronunciamento-na-reuniao-sobre-papel-da-onu-para-eliminacao-da-violencia-e-da-discriminacao-contra-pessoas-lgbt-nova-york-26-de-setembro-de-2013,26/09/2013,20h44,31/10/2022,17h44,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Reunião de Ministros das Relações Exteriores do BRICS à margem da 68ª Assembleia-Geral das Nações Unidas – Comunicado à imprensa – Nova York, 26 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-de-ministros-das-relacoes-exteriores-do-brics-a-margem-da-68-assembleia-geral-das-nacoes-unidas-comunicado-a-imprensa-nova-york-26-de-setembro-de-2013,26/09/2013,18h15,31/10/2022,17h44,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Declaração Ministerial sobre a eliminação da violência e da discriminação contra indivíduos em razão da orientação sexual e identidade de gênero -  Nações Unidas, Nova York, 26 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-ministerial-sobre-a-eliminacao-da-violencia-e-da-discriminacao-contra-individuos-em-razao-da-orientacao-sexual-e-identidade-de-genero-nacoes-unidas-nova-york-26-de-setembro-de-2013,26/09/2013,16h56,31/10/2022,17h44,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Reunião Ministerial do G4 (Brasil, Alemanha, Índia e Japão) à margem da 68ª Assembleia Geral das Nações Unidas – Comunicado  Conjunto – Nova York, 26 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-ministerial-do-g4-brasil-alemanha-india-e-japao-a-margem-da-68-assembleia-geral-das-nacoes-unidas-comunicado-conjunto-nova-york-26-de-setembro-de-2013,26/09/2013,14h23,31/10/2022,17h44,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Comunicado Conjunto aprovado na Reunião de Chanceleres do IBAS à margem da 68ª Assembleia Geral da ONU – Nova York, 25 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-do-ibas-nova-york-25-de-setembro-de-2013,25/09/2013,20h19,31/10/2022,17h44,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Reunião Ministerial sobre o papel da ONU para a eliminação da Violência e da Discriminação contra pessoas LGBT - Nova York, 26 de setembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-ministerial-sobre-o-papel-da-onu-para-a-eliminacao-da-violencia-e-da-discriminacao-contra-pessoas-lgbt-nova-york-26-de-setembro-de-2013,25/09/2013,19h50,31/10/2022,17h44,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Terremoto no Paquistão,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/terremoto-no-paquistao,25/09/2013,17h53,31/10/2022,17h44,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita ao Brasil do Presidente da República do Paraguai, Horacio Cartes Brasília, 30 de setembro de 2013 - Credenciamento de Imprensa",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-presidente-da-republica-do-paraguai-horacio-cartes-brasilia-30-de-setembro-de-2013-credenciamento-de-imprensa,23/09/2013,12h22,31/10/2022,17h18,2013,Setembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Acidente aéreo na Rússia,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/acidente-aereo-na-russia,19/11/2013,09h32,31/10/2022,17h21,2013,Novembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita do Ministro das Relações Exteriores à Federação da Rússia – Russia, 20 de novembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-das-relacoes-exteriores-a-federacao-da-russia-20-de-novembro-de-2013,13/11/2013,17h10,04/10/2018,22h35,2013,Novembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Atos assinados por ocasião da visita da Presidenta da República ao Peru – Lima, 11 de Novembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-visita-da-presidenta-da-republica-ao-peru-lima-11-de-novembro-de-2013,11/11/2013,16h36,31/10/2022,17h21,2013,Novembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita do Presidente da República Oriental do Uruguai, José Alberto Mujica Cordano, à Presidenta da República Federativa do Brasil, Dilma Rousseff – Brasília, 10 de novembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-presidente-da-republica-oriental-do-uruguai-jose-alberto-mujica-cordano-a-presidenta-da-republica-federativa-do-brasil-dilma-rousseff-brasilia-10-de-novembro-de-2013,11/11/2013,16h35,31/10/2022,17h21,2013,Novembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita da Presidenta da República ao Peru – Programa de Imprensa - Lima, 11 de novembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-da-presidenta-da-republica-ao-peru-programa-de-imprensa-lima-11-de-novembro-de-2013,11/11/2013,00h00,31/10/2022,17h21,2013,Novembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Tufão nas Filipinas,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/tufao-nas-filipinas,09/11/2013,16h55,31/10/2022,17h21,2013,Novembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita do Vice-Presidente da República aos Emirados Árabes Unidos - Abu Dhabi e Dubai, 10 a 12 de novembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-senhor-vice-presidente-da-republica-aos-emirados-arabes-unidos-abu-dhabi-e-dubai-10-a-12-de-novembro-de-2013,08/11/2013,15h49,31/10/2022,17h21,2013,Novembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita oficial do Vice-Presidente da República à China - Discursos proferidos - Pequim, 8 de novembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-oficial-do-vice-presidente-da-republica-a-china-discursos-proferidos-pequim-8-de-novembro-de-2013,08/11/2013,13h45,31/10/2022,17h45,2013,Novembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita da Presidenta da República ao Peru – Lima, 11 de novembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-da-presidenta-da-republica-ao-peru-lima-11-de-novembro-de-2013,08/11/2013,10h12,31/10/2022,17h20,2013,Novembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Cooperação agrícola com países africanos - Inauguração de polo regional de pesquisa agrícola - Sotuba, Mali, 7 de novembro de 2013",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/cooperacao-agricola-com-paises-africanos-inauguracao-de-polo-regional-de-pesquisa-agricola-sotuba-mali-7-de-novembro-de-2013,07/11/2013,18h47,31/10/2022,17h40,2013,Novembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,Eleição do candidato brasileiro à Secretaria-Geral do Organismo para a Proscrição de Armas Nucleares na América Latina e no Caribe,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/eleicao-do-candidato-brasileiro-a-secretaria-geral-do-organismo-para-a-proscricao-de-armas-nucleares-na-america-latina-e-no-caribe,07/11/2013,17h34,31/10/2022,17h40,2013,Novembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita de Estado da Presidenta da República ao Peru - Lima, 10 e 11 de novembro de 2013 - Lista de hotéis",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-de-estado-da-presidenta-da-republica-ao-peru-lima-10-e-11-de-novembro-de-2013-lista-de-hoteis,07/11/2013,13h12,31/10/2022,17h40,2013,Novembro,N/A,Sem categoria
Notas à Imprensa - Itamaraty,"Visita da Presidenta da República ao Peru -  Lima, 10 e 11 de novembro de 2013 -  Celulares da AIG",https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-da-presidenta-da-republica-ao-peru-lima-10-e-11-de-novembro-de-2013-celulares-da-aig,06/11/2013,16h04,31/10/2022,17h40,2013,Novembro,N/A,Sem categoria
